机构名称,机构类型,地址,电话,评分,营业时间,经度,纬度,城市,区县,POI_ID,数据来源
柳州仁合安医院,其他,大埔镇河东大道62号,,,,109.251669,24.657816,柳州市,柳城县,B0K0YHHV6O,试点地区搜索
云开心理工作室,其他,桂中大道南端2号阳光一百3号楼20层4号房,15607721784,3.9,09:00-21:00,109.432870,24.323244,柳州市,城中区,B0I0VR9MXC,试点地区搜索
柳州圣哲心理工作室,其他,风情港4单元4406室,13471246601,3.9,09:00-21:00,109.412025,24.310975,柳州市,城中区,B0I0ONYOV3,试点地区搜索
一蓝心理咨询工作室,心理咨询中心,三中路79号图书馆右侧10米三楼,19101233714,3.5,10:00-18:00,109.414944,24.328255,柳州市,柳北区,B0K1JLDYJX,试点地区搜索
柳州雯馨心理咨询室,心理咨询中心,跃进路88号冠亚尚城国际商务楼2楼-1,13978097538,3.0,,109.411983,24.347075,柳州市,柳北区,B0KR1DPR2L,试点地区搜索
易灵焱开悟棋青少年心理咨询工作室(西江),心理咨询中心,西江路25号西江综合批发市场4楼43号,,3.3,09:00-21:00,109.447698,24.307446,柳州市,鱼峰区,B0L3KLCQNJ,试点地区搜索
易灵焱开悟棋青少年心理咨询工作室,心理咨询中心,中山路52号机关二大院5栋1单元102号,,3.8,09:00-21:00,109.414853,24.312897,柳州市,城中区,B0K13U3971,试点地区搜索
柳州市柳江区社区心理咨询服务中心,心理咨询中心,瑞龙路与乐都路交叉口北100米,,3.4,,109.332750,24.252962,柳州市,柳江区,B0FFMEIFJX,试点地区搜索
暖阳心理咨询工作室,心理咨询中心,桂中大道19号文源华都11栋1单元2楼211室,,3.4,,109.430673,24.351703,柳州市,城中区,B0I2AZJW89,试点地区搜索
易灵焱开悟棋青少年心理咨询工作室(柳东),心理咨询中心,文林路9号万象府清苑2栋4-4号,,3.2,,109.536683,24.378464,柳州市,鱼峰区,B0L3KLCJG9,试点地区搜索
心朗心理咨询工作室,心理咨询中心,柳兴路与东环路西一巷交叉口南240米,,2.8,,109.437477,24.314522,柳州市,鱼峰区,B0L3R9ODN8,试点地区搜索
柳钢医院-精神科,其他,雀儿山路9号广西柳钢医院,,,,109.408398,24.370549,柳州市,柳北区,B0FFM95J21,试点地区搜索
柳州欧卡心理咨询服务中心,心理咨询中心,风情港4单元4406室,13471246601,3.4,09:00-21:00,109.410460,24.311000,柳州市,城中区,B0IAY7Z193,试点地区搜索
精英心理咨询中心,心理咨询中心,柳石路340号,0772-3977737,3.5,,109.414446,24.290710,柳州市,鱼峰区,B030401J2U,试点地区搜索
柳州星光下睡眠心理中心,其他,桂中大道68号兴佳·清华坊13栋,17377229200,,09:00-12:00 14:00-17:00,109.432181,24.356365,柳州市,城中区,B0K06H6P4V,试点地区搜索
三亚市皮肤性病与精神卫生防治中心,其他,解放四路,,,08:00-18:00,109.494422,18.268249,三亚市,天涯区,B0FFI8W4FG,试点地区搜索
中国人民解放军南部战区海军第二医院,综合医院,河西区街道三亚湾路86号,0898-88290101,,24小时营业,109.491387,18.263300,三亚市,天涯区,B03830MO44,试点地区搜索
三亚市人民医院,其他,解放路558号,0898-88557733,,24小时营业,109.505577,18.253085,三亚市,天涯区,B0383017OL,试点地区搜索
海军榆林保障基地医院,其他,榆亚路158号,,,,109.533424,18.226436,三亚市,吉阳区,B03830NEFS,试点地区搜索
三亚国济医院,其他,解放路444号,18689916076,,08:00-20:00,109.505476,18.247686,三亚市,天涯区,B0FFJSBAYA,试点地区搜索
海南省第三人民医院,其他,解放路1235号,0898-38231234;0898-88290120;0898-88291120,,08:00-12:00 14:30-17:30,109.494402,18.270563,三亚市,天涯区,B0FFG8PBB8,试点地区搜索
海南省农垦三亚中心医院综合门诊楼,综合医院,解放路1154号,,,09:00-21:00,109.494472,18.269387,三亚市,天涯区,B0FFJ8ULEZ,试点地区搜索
市中心医院(公交站),综合医院,102路;103路;104路;104路(三亚火车站);116路;116路(16:00后);117路;124路;145路;157路;210路;212路;229路;250路;251路;252路;35路;403路;58路,,,,109.493553,18.269367,三亚市,天涯区,BV10291626,试点地区搜索
三亚市人民医院1号综合楼,其他,春园二巷三亚市人民医院,,,,109.505614,18.253786,三亚市,天涯区,B0FFI26MHO,试点地区搜索
养生岛体检医院,其他,文明路391号,0898-88251666,,09:00-18:00,109.506271,18.254380,三亚市,天涯区,B0FFH6YKLJ,试点地区搜索
中国人民解放军总医院海南医院,其他,江林路80号,0898-38866666,,,109.713613,18.290343,三亚市,海棠区,B03830NCEK,试点地区搜索
福音妇产医院,其他,三亚河西路55号天长大厦F2层,0898-88669669,,,109.509307,18.240143,三亚市,天涯区,B0FFHFWZSL,试点地区搜索
榆和医院,其他,荔枝沟路80号,0898-88388811,,09:00-21:00,109.516031,18.292303,三亚市,吉阳区,B0FFFW41VY,试点地区搜索
人民医院(公交站),其他,106路;116路(16:00后);250路;403路,,,,109.504036,18.253333,三亚市,天涯区,BV10379667,试点地区搜索
三亚口腔医院(总院),其他,望海花园丹海豪庭一楼东面三角区,0898-88282700,,08:00-18:00,109.503574,18.241197,三亚市,天涯区,B0FFHFAKDJ,试点地区搜索
维多利亚医疗美容医院,其他,胜利路289号望海花园,0898-88895556,3.9,09:00-21:00,109.504159,18.241287,三亚市,天涯区,B0JUH7SVMR,试点地区搜索
广州中医药大学附属粤海三亚医院,三甲医院,榆亚路63号,,,08:00-12:00 14:30-17:30,109.521665,18.225631,三亚市,吉阳区,B03830031F,试点地区搜索
三亚市人民医院体检,其他,解放路558号,0898-88557733,,,109.505625,18.253175,三亚市,天涯区,B0HKDC20NK,试点地区搜索
广慈医院,其他,225国道回新路1栋甫正明自建房,0898-88278376,,08:00-21:00,109.477283,18.285247,三亚市,天涯区,B0FFIQRUUZ,试点地区搜索
三亚市人民医院门诊,其他,解放路558号三亚市人民医院,,,,109.505006,18.252778,三亚市,天涯区,B03830NJHY,试点地区搜索
三亚学院医院,其他,吉阳镇学院路190号,0898-88386120,,24小时营业,109.560020,18.337520,三亚市,吉阳区,B0H2USQTRA,试点地区搜索
天涯口腔医院,其他,新风路三号,13208942288,,,109.501126,18.250745,三亚市,天涯区,B0FFKLWRS3,试点地区搜索
三亚哈尔滨医科大学鸿森医院,三甲医院,新联村鸿森路101号,0898-38289120,,08:00-18:00,109.463613,18.318819,三亚市,天涯区,B0FFH0P477,试点地区搜索
三亚中心医院医疗集团南滨分院,综合医院,南繁路63号,,,,109.186505,18.368485,三亚市,崖州区,B0LD37LGET,试点地区搜索
三亚哈尔滨医科大学鸿森医院-体检中心,三甲医院,新联村鸿森路101号三亚哈尔滨医科大学鸿森医院,0898-38221888,,08:00-12:00,109.464114,18.319233,三亚市,天涯区,B0IUCL7K4U,试点地区搜索
海南圣巴厘医院哈尔滨市第二医院海南分院(圣巴厘疗养度假中心),综合医院,吉阳镇吉阳大道190号,0898-38587777,,08:00-20:00,109.603351,18.295533,三亚市,吉阳区,B0FFMHLVQK,试点地区搜索
知渔心健康,其他,凤凰路79号凤岭悦澜D2商铺,15103095520,3.8,24小时营业,109.520421,18.241194,三亚市,吉阳区,B0GK9DPZA0,试点地区搜索
三亚心灵桥催眠心理咨询中心,心理咨询中心,解放路539号工商银行小区C栋2单元203室,18889980788,3.9,08:30-21:30,109.503878,18.253026,三亚市,天涯区,B0FFKCRIR7,试点地区搜索
少烦恼心理健康咨询(三亚)有限公司,心理咨询中心,工业园路1号晋润园3号楼1单元301,0898-88252800;19943239460,3.9,09:00-20:30,109.502131,18.292172,三亚市,天涯区,B0IGGATPGY,试点地区搜索
三亚海棠区社会心理服务站,其他,龙海风情小镇龙海二路海棠区社会心理服务站三楼A026,0898-88017221,4.1,08:00-12:00 15:00-18:00,109.734223,18.377914,三亚市,海棠区,B0K09S13MM,试点地区搜索
三亚海棠区点点心理咨询室,心理咨询中心,洪风风情小镇风塘七巷A42-1,15338991029,3.3,,109.713010,18.342671,三亚市,海棠区,B0L31RVFCW,试点地区搜索
三亚市吉阳区星河心理健康服务中心,心理咨询中心,川中路1026号,,4.3,,109.508475,18.268588,三亚市,吉阳区,B0K6HAFNCT,试点地区搜索
海南西姆国际心理咨询有限公司,心理咨询中心,月川中路9号4栋4层4号,17786976087,3.6,08:00-12:00 15:00-18:00,109.509944,18.267204,三亚市,吉阳区,B0L2YUVFPG,试点地区搜索
猫师兄解忧铺,其他,荔枝沟147-1号A栋一单元老镇政府宿舍132室,17700905992,3.8,24小时营业,109.527675,18.298225,三亚市,吉阳区,B0LA2ZAC7N,试点地区搜索
三亚市心理学会,其他,月川南安置区4栋4层,,4.0,,109.510031,18.267398,三亚市,吉阳区,B0JRGSPPB9,试点地区搜索
三亚心灵桥催眠心理咨询中心(盛世新第店),心理咨询中心,吉祥街与三亚湾路交叉口东北40米,,2.9,,109.497047,18.256891,三亚市,天涯区,B0L0SDJ79C,试点地区搜索
三亚市未成年人心理健康辅导站,心理咨询中心,月川中路月川南安置区4栋4楼4号,,3.7,,109.510275,18.266525,三亚市,吉阳区,B0J0AU3K5K,试点地区搜索
三亚市社会心理服务技术指导中心,其他,解放路678号,0898-38215497,,,109.503437,18.257856,三亚市,天涯区,B0JU3RDXYR,试点地区搜索
颈腰椎康复中心(解放四路店),其他,解放路四路1039号医药广场2层,0898-88238161;13613623246,,10:00-21:00,109.495689,18.266644,三亚市,天涯区,B0FFFH0ZGQ,试点地区搜索
海南省血液中心三亚分中心,其他,榆亚路494号(豪门山庄对面),0898-88286106;0898-88286178,,,109.546853,18.234695,三亚市,吉阳区,B03830055I,试点地区搜索
三亚机场换乘中心(建设中),其他,鹿城大道与机场路交叉口西南100米,,,,109.404421,18.307680,三亚市,天涯区,B0KU17LYAS,试点地区搜索
自贡市精神卫生中心,精神专科医院,青杠林路138号,0813-5532108,,,104.722723,29.339058,自贡市,贡井区,B0FFGB7CZL,试点地区搜索
自贡怡然精神病医院,其他,马冲口街人民路130号,0813-5103120;0813-5598120,,24小时营业,104.766862,29.382487,自贡市,大安区,B032D0MSB4,试点地区搜索
自贡市精神卫生中心,精神专科医院,升平街与开元南路交叉口东北180米,,,,104.880627,29.270245,自贡市,沿滩区,B0K0DUJXM9,试点地区搜索
自贡市精神卫生中心,精神专科医院,五星街与同兴路交叉口东北约60米,,,17:45-04:30,104.767319,29.354806,自贡市,自流井区,B0FFJ228FJ,试点地区搜索
自贡市第五人民医院精神科2号楼,其他,青杠林路138号自贡市精神卫生中心,,,,104.722550,29.339243,自贡市,贡井区,B0FFHXM8PL,试点地区搜索
富顺县社会心理服务中心(富顺县第四人民医院心身睡眠门诊),其他,富世街道吉祥路456号3楼,,,08:30-17:30,104.988393,29.189367,自贡市,富顺县,B0HAYS0I21,试点地区搜索
川南心理卫生大楼,其他,西南医科大学附属自贡医院院区内,,,,104.716624,29.320101,自贡市,贡井区,B0I0BUFHNY,试点地区搜索
且听心理咨询工作室,心理咨询中心,釜溪步行街临江路39号附54号,17308137179,3.7,08:30-17:30,104.763888,29.345289,自贡市,自流井区,B0HUOAGJ53,试点地区搜索
蛮龙全渠道自贡服务中心,其他,旭阳镇荣州大道二段金碧城步行街70号,15984157002,3.5,09:00-21:00,104.412432,29.445407,自贡市,荣县,B0LBT75FJ0,试点地区搜索
拓展房产,其他,华国街182号,,3.8,,104.776344,29.336713,自贡市,自流井区,B0LDOZV5IP,试点地区搜索
自贡市未成年人心理成长指导中心,其他,自贡职业技术学校南门,,3.7,,104.813641,29.313611,自贡市,沿滩区,B0H6XUWPQD,试点地区搜索
富顺县未成年人心理成长指导中心,其他,丁海路,,3.3,,104.994773,29.195115,自贡市,富顺县,B0H26Z0BZV,试点地区搜索
荣县未成年人心理健康成长指导中心,心理咨询中心,旭阳镇旭水大道南三段333号,,3.2,,104.409968,29.437390,自贡市,荣县,B0KGJC4XSM,试点地区搜索
心岸心理咨询,心理咨询中心,钟秀路与古城西路交叉口东北60米,,3.4,,104.997604,29.183604,自贡市,富顺县,B0L14BZQTF,试点地区搜索
自贡七六四医院精神科,其他,马冲口街人民路130号自贡怡然精神病医院,,,,104.763232,29.384944,自贡市,大安区,B0FFI0E08G,试点地区搜索
自贡市中心血站,其他,高新区学苑街谢家坝社区37组,0813-8205333;0813-8207478,,08:30-16:00,104.763950,29.337816,自贡市,自流井区,B032D00Y74,试点地区搜索
自贡市中心,其他,自流井区,,,,104.779568,29.348451,自贡市,自流井区,B032D0MFD9,试点地区搜索
自贡科创中心,其他,和平乡,,,,104.828412,29.356460,自贡市,大安区,B0JAPC292R,试点地区搜索
江油市第三人民医院(江油优抚医院西南),其他,太平镇诗城路西段28号,0816-3251909;0816-3598510;0816-3598709,,24小时营业,104.730368,31.784491,绵阳市,江油市,B03300PN8Q,试点地区搜索
三台县第三人民医院,其他,北泉路26号,0816-5345112,,,105.091510,31.112504,绵阳市,三台县,B0FFH8TG2G,试点地区搜索
兴睿医院,其他,绵兴西路与辽宁大道交叉口西200米,,,,104.622138,31.457422,绵阳市,涪城区,B0G0ZUYG5L,试点地区搜索
新华强戒(水韵花都店),其他,东山大道185号水韵花都,,4.2,08:00-17:00,104.815622,31.435763,绵阳市,游仙区,B0HGVUP1XQ,试点地区搜索
盐亭县精神病院,其他,凤凰大道102号,,,,105.401107,31.229109,绵阳市,盐亭县,B0LBT73ZPM,试点地区搜索
绵阳市第三人民医院绵阳市精神卫生中心,精神专科医院,剑南路东段190号绵阳市第三人民医院,0816-2283078;0816-2296100;0816-2296120,,,104.760725,31.469375,绵阳市,游仙区,B03300RI5E,试点地区搜索
安州鸣兴精神病医院,其他,辽安路与兴河街下段交叉口东220米,,,24小时营业,104.483632,31.513571,绵阳市,安州区,B0K3SUKAOG,试点地区搜索
绵阳市游仙区精神卫生康复中心,其他,学府街与小北街交叉口西北60米,,,,104.958449,31.546221,绵阳市,游仙区,B0FFJ997AI,试点地区搜索
北川羌族自治县第三人民医院精神卫生住院楼,其他,东风路北段与北巷子交叉口东北180米,,,,104.423475,31.648125,绵阳市,北川羌族自治县,B0FFHWT0KN,试点地区搜索
北川羌族自治县第三人民医院-精神专科门诊,其他,东风路北段24-4号附近,,,,104.423487,31.647808,绵阳市,北川羌族自治县,B0FFFRUVGM,试点地区搜索
四川省精神卫生中心,精神专科医院,剑南路东段与开元路交叉口西北40米,,,,104.760766,31.469204,绵阳市,游仙区,B0G23ZCA5O,试点地区搜索
绵阳市第三人民医院精神医学综合楼,其他,剑南路东段190号,,,,104.759844,31.471262,绵阳市,游仙区,B0JROAUMI2,试点地区搜索
绵阳市中心医院,综合医院,警钟街常家巷12号,0816-2222821;0816-2231777,,24小时营业,104.752998,31.456472,绵阳市,涪城区,B033001XU6,试点地区搜索
绵阳市第一人民医院,其他,跃进路56号,0816-2331634;0816-2338500,,24小时营业,104.742570,31.477041,绵阳市,涪城区,B0KU77ED92,试点地区搜索
绵阳市肿瘤医院,其他,长虹大道中段107号,0816-2303980;0816-2311777,,24小时营业,104.737613,31.465783,绵阳市,涪城区,B033001TM7,试点地区搜索
绵阳市第八人民医院,其他,临园路中段193号,0816-2306511,,,104.731163,31.460832,绵阳市,涪城区,B0FFH33FWP,试点地区搜索
四川省科学城医院,其他,绵山路64号,0816-2485871,,,104.755720,31.501614,绵阳市,游仙区,B033002OME,试点地区搜索
绵阳市中心医院门诊大楼,综合医院,警钟街12号,,,,104.752967,31.457409,绵阳市,涪城区,B0FFL26CKE,试点地区搜索
绵阳市中心医院新区医院-绵阳科技城医院(建设中),综合医院,绵安路13号,,,,104.661775,31.503675,绵阳市,涪城区,B0IUPSKCAI,试点地区搜索
绵阳天乙中西医结合医院,其他,普明北路东段351号,0816-3126666,,24小时营业,104.691242,31.469415,绵阳市,涪城区,B0HAFRYIXU,试点地区搜索
绵阳市三医院高新医院,其他,永兴镇永昌路5号,,,24小时营业,104.639494,31.455413,绵阳市,涪城区,B033000FC5,试点地区搜索
绵阳市中医医院口腔诊疗中心(花园门诊部),其他,花园路5-3号,,,,104.718915,31.455243,绵阳市,涪城区,B0G2XORVFP,试点地区搜索
绵阳高新区济仁医院,其他,绵兴东路112号,0816-8799666,,24小时营业,104.663648,31.467190,绵阳市,涪城区,B0HK5UJO27,试点地区搜索
绵阳市人民医院,其他,剑南路西段10-12号,0816-2288120;0816-2331217,,24小时营业,104.748567,31.468364,绵阳市,涪城区,B0FFGXNMLN,试点地区搜索
市中心医院(公交站),综合医院,(停运)905路(三区);12路;12路韩家脊专线;16路;1路;28路夜班;32路;32路夜班;32路夜班(19:30-21:10);32路夜班(21:00-22:25);32路夜班(22:25后);32路夜班(22:40、23:00);36路;44路;46路;4路;51路;54路;5路;69路;6路;74路;75路B线;82路;83路;8路;8路夜班;905路;92路;92路A线;夜班36路;熊猫专线1号线,,,,104.754044,31.458450,绵阳市,涪城区,BV11231567,试点地区搜索
